id,S,V,O,sentence
1064,Israel,has long said,it,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria ."
686,it,will not pull out of,southern Lebanon,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria ."
2255,Israel,has said,it,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria ."
411,Israel,has said will not pull of,southern Lebanon,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria ."
1096,"bay trees , not oak trees",to be,"the unexpected , key disperser of the disease","The finding revealed bay trees , not oak trees , to be the unexpected , key disperser of the disease ."
1918,The finding,revealed not,bay trees,"The finding revealed bay trees , not oak trees , to be the unexpected , key disperser of the disease ."
2145,The finding,revealed,"the unexpected , key disperser of the disease","The finding revealed bay trees , not oak trees , to be the unexpected , key disperser of the disease ."
1775,The finding,revealed trees,not oak trees,"The finding revealed bay trees , not oak trees , to be the unexpected , key disperser of the disease ."
126,he,left apologized to,everybody,"At the time , Little said he left Ramirez in the game because the slugger apologized to everybody in the dugout ."
1314,the slugger,apologized to,everybody,"At the time , Little said he left Ramirez in the game because the slugger apologized to everybody in the dugout ."
962,Little,said,he,"At the time , Little said he left Ramirez in the game because the slugger apologized to everybody in the dugout ."
2190,Little,said left,Ramirez,"At the time , Little said he left Ramirez in the game because the slugger apologized to everybody in the dugout ."
1330,he,left Ramirez in,the game,"At the time , Little said he left Ramirez in the game because the slugger apologized to everybody in the dugout ."
704,the slugger,apologized to,the dugout,"At the time , Little said he left Ramirez in the game because the slugger apologized to everybody in the dugout ."
1700,The Cardinals,considered very seriously drafting,Purdue fullback Mike Alstott,The Cardinals considered very seriously drafting Purdue fullback Mike Alstott with their second-round pick a year ago .
1291,The Cardinals,considered,a year,The Cardinals considered very seriously drafting Purdue fullback Mike Alstott with their second-round pick a year ago .
692,The Cardinals,considered,Purdue fullback Mike Alstott,The Cardinals considered very seriously drafting Purdue fullback Mike Alstott with their second-round pick a year ago .
2077,The Cardinals,considered drafting,Purdue fullback Mike Alstott,The Cardinals considered very seriously drafting Purdue fullback Mike Alstott with their second-round pick a year ago .
412,The Cardinals,considered very seriously drafting Purdue fullback Mike Alstott with,their second-round pick,The Cardinals considered very seriously drafting Purdue fullback Mike Alstott with their second-round pick a year ago .
2001,1990,thoroughly remodeled,it,"He paid $ 350,000 for the car in 1990 , then thoroughly remodeled it ."
1840,He,"paid 350,000 for",the car,"He paid $ 350,000 for the car in 1990 , then thoroughly remodeled it ."
1369,He,paid remodeled,it,"He paid $ 350,000 for the car in 1990 , then thoroughly remodeled it ."
714,He,also appears to be as motivated as,he,He also appears to be as motivated as he 's been in some time .
950,he,'s been in,some time,He also appears to be as motivated as he 's been in some time .
417,those workers,do n't have,a safety net '',"The Chinese are still firing eight or nine million workers a year as part of their reforming of state-owned enterprises , and those workers do n't have a safety net '' - much less a wage ."
2038,those workers,do n't have much,a wage,"The Chinese are still firing eight or nine million workers a year as part of their reforming of state-owned enterprises , and those workers do n't have a safety net '' - much less a wage ."
1697,The Chinese,are firing,eight or nine million workers,"The Chinese are still firing eight or nine million workers a year as part of their reforming of state-owned enterprises , and those workers do n't have a safety net '' - much less a wage ."
95,a year,do n't have,a safety net ' ' -,"The Chinese are still firing eight or nine million workers a year as part of their reforming of state-owned enterprises , and those workers do n't have a safety net '' - much less a wage ."
